,solar_result,temp,rain_r,hum,wind,wins,sky
2017060100,0.0,,,,,,
2017060101,0.0,,,,,,
2017060102,0.0,,,,,,
2017060103,0.0,,,,,,
2017060104,0.0,,,,,,
2017060105,0.0,,,,,,
2017060106,5.28,18.0,0.0,80.0,2.1,2.1,1.0
2017060107,23.28,19.0,0.0,75.0,2.2,2.2,1.0
2017060108,31.44,20.0,0.0,70.0,2.3,2.3,1.0
2017060109,33.12,21.0,0.0,65.0,2.4,2.4,1.0
2017060110,50.16,21.333333333333332,0.0,65.0,2.3333333333333335,2.3333333333333335,1.0
2017060111,96.72,21.666666666666668,0.0,65.0,2.2666666666666666,2.2666666666666666,1.0
2017060112,120.96,22.0,0.0,65.0,2.2,2.2,1.0
2017060113,118.8,21.333333333333332,0.0,63.333333333333336,2.4333333333333336,2.4333333333333336,1.0
2017060114,107.76,20.666666666666668,0.0,61.666666666666664,2.6666666666666665,2.6666666666666665,1.0
2017060115,90.96,20.0,0.0,60.0,2.9,2.9,1.0
2017060116,62.64,19.666666666666668,0.0,61.666666666666664,2.2666666666666666,2.2666666666666666,1.0
2017060117,32.88,19.333333333333332,0.0,63.333333333333336,1.6333333333333333,1.6333333333333333,1.0
2017060118,10.08,19.0,0.0,65.0,1.0,1.0,1.0
2017060119,1.44,18.333333333333332,0.0,66.66666666666667,1.3,1.3,1.0
2017060120,0.0,17.666666666666668,0.0,68.33333333333333,1.6,1.6,1.0
2017060121,0.0,17.0,0.0,70.0,1.9,1.9,1.0
2017060122,0.0,17.0,0.03333333333333333,71.66666666666667,1.9333333333333333,1.9333333333333333,1.3333333333333333
2017060123,0.0,17.0,0.06666666666666667,73.33333333333333,1.9666666666666666,1.9666666666666666,1.6666666666666665
2017060200,0.0,17.0,0.1,75.0,2.0,2.0,2.0
2017060201,0.0,17.166666666666668,0.11666666666666667,75.83333333333333,2.0,2.0,2.1666666666666665
2017060202,0.0,17.333333333333332,0.13333333333333333,76.66666666666667,2.0,2.0,2.3333333333333335
2017060203,0.0,17.5,0.15000000000000002,77.5,2.0,2.0,2.5
2017060204,0.0,17.666666666666668,0.16666666666666669,78.33333333333333,2.0,2.0,2.6666666666666665
2017060205,0.0,17.833333333333332,0.18333333333333335,79.16666666666667,2.0,2.0,2.833333333333333
2017060206,5.04,18.0,0.2,80.0,2.0,2.0,3.0
2017060207,31.68,19.0,0.2,73.33333333333333,2.2333333333333334,2.2333333333333334,3.0
2017060208,60.48,20.0,0.2,66.66666666666667,2.466666666666667,2.466666666666667,3.0
2017060209,85.68,21.0,0.2,60.0,2.7,2.7,3.0
2017060210,122.16,21.666666666666668,0.2,61.666666666666664,2.9333333333333336,2.9333333333333336,3.0
2017060211,133.44,22.333333333333332,0.2,63.333333333333336,3.1666666666666665,3.1666666666666665,3.0
2017060212,135.6,23.0,0.2,65.0,3.4,3.4,3.0
2017060213,127.2,23.0,0.16666666666666669,61.666666666666664,3.9,3.9,2.6666666666666665
2017060214,114.96,23.0,0.13333333333333336,58.333333333333336,4.4,4.4,2.3333333333333335
2017060215,95.52,23.0,0.1,55.0,4.9,4.9,2.0
2017060216,65.76,22.666666666666668,0.1,56.666666666666664,4.866666666666667,4.866666666666667,2.0
2017060217,32.16,22.333333333333332,0.1,58.333333333333336,4.833333333333333,4.833333333333333,2.0
2017060218,8.64,22.0,0.1,60.0,4.8,4.8,2.0
2017060219,0.96,21.333333333333332,0.1,61.666666666666664,3.9,3.9,2.0
2017060220,0.0,20.666666666666668,0.1,63.333333333333336,3.0,3.0,2.0
2017060221,0.0,20.0,0.1,65.0,2.1,2.1,2.0
2017060222,0.0,19.333333333333332,0.1,66.66666666666667,1.9666666666666668,1.9666666666666668,2.0
2017060223,0.0,18.666666666666668,0.1,68.33333333333333,1.8333333333333333,1.8333333333333333,2.0
2017060300,0.0,18.0,0.1,70.0,1.7,1.7,2.0
2017060301,0.0,18.0,0.08333333333333334,70.83333333333333,1.6833333333333333,1.6833333333333333,1.8333333333333333
2017060302,0.0,18.0,0.06666666666666668,71.66666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667
2017060303,0.0,18.0,0.05,72.5,1.65,1.65,1.5
2017060304,0.0,18.0,0.03333333333333334,73.33333333333333,1.6333333333333333,1.6333333333333333,1.3333333333333335
2017060305,0.0,18.0,0.016666666666666677,74.16666666666667,1.6166666666666667,1.6166666666666667,1.1666666666666667
2017060306,5.04,18.0,0.0,75.0,1.6,1.6,1.0
2017060307,24.48,19.333333333333332,0.0,68.33333333333333,2.4,2.4,1.0
2017060308,65.52,20.666666666666668,0.0,61.666666666666664,3.2,3.2,1.0
2017060309,94.32,22.0,0.0,55.0,4.0,4.0,1.0
2017060310,113.76,23.0,0.0,51.666666666666664,4.0,4.0,1.0
2017060311,129.6,24.0,0.0,48.333333333333336,4.0,4.0,1.0
2017060312,137.28,25.0,0.0,45.0,4.0,4.0,1.0
2017060313,124.8,24.333333333333332,0.0,46.666666666666664,3.466666666666667,3.466666666666667,1.0
2017060314,111.36,23.666666666666668,0.0,48.333333333333336,2.9333333333333336,2.9333333333333336,1.0
2017060315,94.08,23.0,0.0,50.0,2.4,2.4,1.0
2017060316,65.28,22.333333333333332,0.0,53.333333333333336,2.0,2.0,1.0
2017060317,20.4,21.666666666666668,0.0,56.666666666666664,1.6,1.6,1.0
2017060318,9.6,21.0,0.0,60.0,1.2,1.2,1.0
2017060319,1.68,20.333333333333332,0.0,61.666666666666664,1.3666666666666667,1.3666666666666667,1.0
2017060320,0.0,19.666666666666668,0.0,63.333333333333336,1.5333333333333332,1.5333333333333332,1.0
2017060321,0.0,19.0,0.0,65.0,1.7,1.7,1.0
2017060322,0.0,18.666666666666668,0.0,65.0,1.5,1.5,1.0
2017060323,0.0,18.333333333333332,0.0,65.0,1.3,1.3,1.0
2017060400,0.0,18.0,0.0,65.0,1.1,1.1,1.0
2017060401,0.0,18.0,0.0,60.833333333333336,1.25,1.25,1.0
2017060402,0.0,18.0,0.0,56.666666666666664,1.4000000000000001,1.4000000000000001,1.0
2017060403,0.0,18.0,0.0,52.5,1.55,1.55,1.0
2017060404,0.0,18.0,0.0,48.33333333333333,1.7000000000000002,1.7000000000000002,1.0
2017060405,0.0,18.0,0.0,44.166666666666664,1.85,1.85,1.0
2017060406,4.08,18.0,0.0,40.0,2.0,2.0,1.0
2017060407,30.48,19.666666666666668,0.0,41.666666666666664,2.066666666666667,2.066666666666667,1.0
2017060408,68.16,21.333333333333332,0.0,43.333333333333336,2.1333333333333333,2.1333333333333333,1.0
2017060409,85.68,23.0,0.0,45.0,2.2,2.2,1.0
2017060410,119.52,23.666666666666668,0.03333333333333333,46.666666666666664,2.466666666666667,2.466666666666667,1.3333333333333333
2017060411,127.92,24.333333333333332,0.06666666666666667,48.333333333333336,2.7333333333333334,2.7333333333333334,1.6666666666666665
2017060412,134.64,25.0,0.1,50.0,3.0,3.0,2.0
2017060413,128.4,24.0,0.1,51.666666666666664,2.9,2.9,2.0
2017060414,116.4,23.0,0.1,53.333333333333336,2.8000000000000003,2.8000000000000003,2.0
2017060415,95.28,22.0,0.1,55.0,2.7,2.7,2.0
2017060416,66.0,21.666666666666668,0.1,56.666666666666664,2.7333333333333334,2.7333333333333334,2.0
2017060417,32.16,21.333333333333332,0.1,58.333333333333336,2.7666666666666666,2.7666666666666666,2.0
2017060418,9.36,21.0,0.1,60.0,2.8,2.8,2.0
2017060419,0.96,20.0,0.13333333333333333,63.333333333333336,2.6666666666666665,2.6666666666666665,2.3333333333333335
2017060420,0.0,19.0,0.16666666666666669,66.66666666666667,2.533333333333333,2.533333333333333,2.6666666666666665
2017060421,0.0,18.0,0.2,70.0,2.4,2.4,3.0
2017060422,0.0,17.666666666666668,0.2,71.66666666666667,2.433333333333333,2.433333333333333,3.0
2017060423,0.0,17.333333333333332,0.2,73.33333333333333,2.466666666666667,2.466666666666667,3.0
2017060500,0.0,17.0,0.2,75.0,2.5,2.5,3.0
2017060501,0.0,17.166666666666668,0.21666666666666667,74.16666666666667,2.5833333333333335,2.5833333333333335,3.1666666666666665
2017060502,0.0,17.333333333333332,0.23333333333333334,73.33333333333333,2.6666666666666665,2.6666666666666665,3.3333333333333335
2017060503,0.0,17.5,0.25,72.5,2.75,2.75,3.5
2017060504,0.0,17.666666666666668,0.26666666666666666,71.66666666666667,2.8333333333333335,2.8333333333333335,3.6666666666666665
2017060505,0.0,17.833333333333332,0.2833333333333333,70.83333333333333,2.9166666666666665,2.9166666666666665,3.833333333333333
2017060506,8.4,18.0,0.3,70.0,3.0,3.0,4.0
2017060507,30.48,18.666666666666668,0.3,70.0,3.0,3.0,4.0
2017060508,66.0,19.333333333333332,0.3,70.0,3.0,3.0,4.0
2017060509,93.6,20.0,0.3,70.0,3.0,3.0,4.0
2017060510,114.0,20.333333333333332,0.3,71.66666666666667,3.0,3.0,4.0
2017060511,129.84,20.666666666666668,0.3,73.33333333333333,3.0,3.0,4.0
2017060512,127.2,21.0,0.3,75.0,3.0,3.0,4.0
2017060513,120.72,20.666666666666668,0.3,73.33333333333333,3.3,3.3,4.0
2017060514,118.8,20.333333333333332,0.3,71.66666666666667,3.6,3.6,4.0
2017060515,78.96,20.0,0.3,70.0,3.9,3.9,4.0
2017060516,65.28,19.666666666666668,0.39999999999999997,71.66666666666667,3.9,3.9,4.0
2017060517,32.64,19.333333333333332,0.5,73.33333333333333,3.9,3.9,4.0
2017060518,12.72,19.0,0.6,75.0,3.9,3.9,4.0
2017060519,2.64,18.666666666666668,0.6,76.66666666666667,4.2,4.2,4.0
2017060520,0.0,18.333333333333332,0.6,78.33333333333333,4.5,4.5,4.0
2017060521,0.0,18.0,0.6,80.0,4.8,4.8,4.0
2017060522,0.0,18.0,0.6333333333333333,81.66666666666667,4.3,4.3,4.0
2017060523,0.0,18.0,0.6666666666666666,83.33333333333333,3.8,3.8,4.0
2017060600,0.0,18.0,0.7,85.0,3.3,3.3,4.0
2017060601,0.0,18.0,0.7166666666666667,85.83333333333333,3.333333333333333,3.333333333333333,4.0
2017060602,0.0,18.0,0.7333333333333333,86.66666666666667,3.3666666666666667,3.3666666666666667,4.0
2017060603,0.0,18.0,0.75,87.5,3.4,3.4,4.0
2017060604,0.0,18.0,0.7666666666666667,88.33333333333333,3.433333333333333,3.433333333333333,4.0
2017060605,0.0,18.0,0.7833333333333333,89.16666666666667,3.466666666666667,3.466666666666667,4.0
2017060606,1.92,18.0,0.8,90.0,3.5,3.5,4.0
2017060607,13.44,18.666666666666668,0.7333333333333334,91.66666666666667,3.5,3.5,4.0
2017060608,24.48,19.333333333333332,0.6666666666666666,93.33333333333333,3.5,3.5,4.0
2017060609,39.36,20.0,0.6,95.0,3.5,3.5,4.0
2017060610,64.8,20.666666666666668,0.6,90.0,4.0,4.0,4.0
2017060611,44.4,21.333333333333332,0.6,85.0,4.5,4.5,4.0
2017060612,67.2,22.0,0.6,80.0,5.0,5.0,4.0
2017060613,51.36,22.0,0.5,78.33333333333333,5.966666666666667,5.966666666666667,4.0
2017060614,32.64,22.0,0.4,76.66666666666667,6.933333333333334,6.933333333333334,4.0
2017060615,27.84,22.0,0.3,75.0,7.9,7.9,4.0
2017060616,16.08,22.0,0.26666666666666666,75.0,7.5,7.5,3.6666666666666665
2017060617,6.72,22.0,0.23333333333333334,75.0,7.1000000000000005,7.1000000000000005,3.3333333333333335
2017060618,0.96,22.0,0.2,75.0,6.7,6.7,3.0
2017060619,0.0,21.333333333333332,0.2,71.66666666666667,6.133333333333334,6.133333333333334,3.0
2017060620,0.0,20.666666666666668,0.2,68.33333333333333,5.566666666666666,5.566666666666666,3.0
2017060621,0.0,20.0,0.2,65.0,5.0,5.0,3.0
2017060622,0.0,19.333333333333332,0.2,66.66666666666667,5.0,5.0,3.0
2017060623,0.0,18.666666666666668,0.2,68.33333333333333,5.0,5.0,3.0
2017060700,0.0,18.0,0.2,70.0,5.0,5.0,3.0
2017060701,0.0,18.0,0.18333333333333335,72.5,4.7,4.7,2.8333333333333335
2017060702,0.0,18.0,0.16666666666666669,75.0,4.4,4.4,2.6666666666666665
2017060703,0.0,18.0,0.15000000000000002,77.5,4.1,4.1,2.5
2017060704,0.0,18.0,0.13333333333333336,80.0,3.8,3.8,2.3333333333333335
2017060705,0.0,18.0,0.11666666666666668,82.5,3.5,3.5,2.166666666666667
2017060706,0.0,18.0,0.1,85.0,3.2,3.2,2.0
2017060707,0.0,19.0,0.1,80.0,3.9,3.9,2.0
2017060708,0.48,20.0,0.1,75.0,4.6,4.6,2.0
2017060709,0.72,21.0,0.1,70.0,5.3,5.3,2.0
2017060710,16.32,22.0,0.1,68.33333333333333,5.0,5.0,2.0
2017060711,33.12,23.0,0.1,66.66666666666667,4.7,4.7,2.0
2017060712,95.28,24.0,0.1,65.0,4.4,4.4,2.0
2017060713,85.68,24.333333333333332,0.06666666666666668,60.0,4.8,4.8,1.6666666666666667
2017060714,65.52,24.666666666666668,0.03333333333333334,55.0,5.2,5.2,1.3333333333333335
2017060715,58.8,25.0,0.0,50.0,5.6,5.6,1.0
2017060716,41.52,24.333333333333332,0.0,53.333333333333336,5.233333333333333,5.233333333333333,1.0
2017060717,33.84,23.666666666666668,0.0,56.666666666666664,4.866666666666666,4.866666666666666,1.0
2017060718,12.48,23.0,0.0,60.0,4.5,4.5,1.0
2017060719,1.44,22.333333333333332,0.03333333333333333,61.666666666666664,4.033333333333333,4.033333333333333,1.3333333333333333
2017060720,0.0,21.666666666666668,0.06666666666666667,63.333333333333336,3.566666666666667,3.566666666666667,1.6666666666666665
2017060721,0.0,21.0,0.1,65.0,3.1,3.1,2.0
2017060722,0.0,20.666666666666668,0.1,66.66666666666667,2.7,2.7,2.0
2017060723,0.0,20.333333333333332,0.1,68.33333333333333,2.3,2.3,2.0
2017060800,0.0,20.0,0.1,70.0,1.9,1.9,2.0
2017060801,0.0,20.166666666666668,0.11666666666666667,68.33333333333333,1.9666666666666666,1.9666666666666666,2.1666666666666665
2017060802,0.0,20.333333333333332,0.13333333333333333,66.66666666666667,2.033333333333333,2.033333333333333,2.3333333333333335
2017060803,0.0,20.5,0.15000000000000002,65.0,2.0999999999999996,2.0999999999999996,2.5
2017060804,0.0,20.666666666666668,0.16666666666666669,63.333333333333336,2.1666666666666665,2.1666666666666665,2.6666666666666665
2017060805,0.0,20.833333333333332,0.18333333333333335,61.666666666666664,2.2333333333333334,2.2333333333333334,2.833333333333333
2017060806,4.08,21.0,0.2,60.0,2.3,2.3,3.0
2017060807,35.04,22.333333333333332,0.2,56.666666666666664,2.6333333333333333,2.6333333333333333,3.0
2017060808,73.2,23.666666666666668,0.2,53.333333333333336,2.9666666666666663,2.9666666666666663,3.0
2017060809,107.28,25.0,0.2,50.0,3.3,3.3,3.0
2017060810,128.64,25.333333333333332,0.2,50.0,3.433333333333333,3.433333333333333,3.0
2017060811,140.88,25.666666666666668,0.2,50.0,3.566666666666667,3.566666666666667,3.0
2017060812,142.8,26.0,0.2,50.0,3.7,3.7,3.0
2017060813,138.0,26.0,0.16666666666666669,50.0,4.133333333333334,4.133333333333334,2.6666666666666665
2017060814,122.16,26.0,0.13333333333333336,50.0,4.566666666666666,4.566666666666666,2.3333333333333335
2017060815,104.88,26.0,0.1,50.0,5.0,5.0,2.0
2017060816,72.48,25.0,0.06666666666666668,55.0,5.033333333333333,5.033333333333333,1.6666666666666667
2017060817,36.72,24.0,0.03333333333333334,60.0,5.066666666666666,5.066666666666666,1.3333333333333335
2017060818,9.12,23.0,0.0,65.0,5.1,5.1,1.0
2017060819,1.44,22.333333333333332,0.0,65.0,5.033333333333333,5.033333333333333,1.0
2017060820,0.0,21.666666666666668,0.0,65.0,4.966666666666667,4.966666666666667,1.0
2017060821,0.0,21.0,0.0,65.0,4.9,4.9,1.0
2017060822,0.0,20.666666666666668,0.0,65.0,4.9,4.9,1.0
2017060823,0.0,20.333333333333332,0.0,65.0,4.9,4.9,1.0
2017060900,0.0,20.0,0.0,65.0,4.9,4.9,1.0
2017060901,0.0,20.166666666666668,0.016666666666666666,65.83333333333333,4.683333333333334,4.683333333333334,1.1666666666666667
2017060902,0.0,20.333333333333332,0.03333333333333333,66.66666666666667,4.466666666666667,4.466666666666667,1.3333333333333333
2017060903,0.0,20.5,0.05,67.5,4.25,4.25,1.5
2017060904,0.0,20.666666666666668,0.06666666666666667,68.33333333333333,4.033333333333333,4.033333333333333,1.6666666666666665
2017060905,0.0,20.833333333333332,0.08333333333333333,69.16666666666667,3.816666666666667,3.816666666666667,1.8333333333333333
2017060906,6.0,21.0,0.1,70.0,3.6,3.6,2.0
2017060907,29.04,21.666666666666668,0.1,66.66666666666667,3.4,3.4,2.0
2017060908,51.84,22.333333333333332,0.1,63.333333333333336,3.2,3.2,2.0
2017060909,99.84,23.0,0.1,60.0,3.0,3.0,2.0
2017060910,100.56,23.666666666666668,0.13333333333333333,61.666666666666664,3.2666666666666666,3.2666666666666666,2.3333333333333335
2017060911,122.4,24.333333333333332,0.16666666666666669,63.333333333333336,3.533333333333333,3.533333333333333,2.6666666666666665
2017060912,136.08,25.0,0.2,65.0,3.8,3.8,3.0
2017060913,134.88,24.666666666666668,0.2,66.66666666666667,3.7666666666666666,3.7666666666666666,3.0
2017060914,121.44,24.333333333333332,0.2,68.33333333333333,3.7333333333333334,3.7333333333333334,3.0
2017060915,101.04,24.0,0.2,70.0,3.7,3.7,3.0
2017060916,69.84,23.333333333333332,0.2,73.33333333333333,4.333333333333333,4.333333333333333,3.0
2017060917,35.04,22.666666666666668,0.2,76.66666666666667,4.966666666666667,4.966666666666667,3.0
2017060918,9.84,22.0,0.2,80.0,5.6,5.6,3.0
2017060919,1.92,21.333333333333332,0.23333333333333334,80.0,4.433333333333334,4.433333333333334,3.3333333333333335
2017060920,0.0,20.666666666666668,0.26666666666666666,80.0,3.2666666666666666,3.2666666666666666,3.6666666666666665
2017060921,0.0,20.0,0.3,80.0,2.1,2.1,4.0
2017060922,0.0,19.666666666666668,0.3,81.66666666666667,2.033333333333333,2.033333333333333,4.0
2017060923,0.0,19.333333333333332,0.3,83.33333333333333,1.9666666666666666,1.9666666666666666,4.0
2017061000,0.0,19.0,0.3,85.0,1.9,1.9,4.0
2017061001,0.0,19.0,0.3,80.83333333333333,1.8833333333333333,1.8833333333333333,4.0
2017061002,0.0,19.0,0.3,76.66666666666667,1.8666666666666667,1.8666666666666667,4.0
2017061003,0.0,19.0,0.3,72.5,1.85,1.85,4.0
2017061004,0.0,19.0,0.3,68.33333333333333,1.8333333333333333,1.8333333333333333,4.0
2017061005,0.0,19.0,0.3,64.16666666666666,1.8166666666666667,1.8166666666666667,4.0
2017061006,4.08,19.0,0.3,60.0,1.8,1.8,4.0
2017061007,24.48,20.0,0.26666666666666666,60.0,1.7666666666666666,1.7666666666666666,3.6666666666666665
2017061008,60.0,21.0,0.23333333333333334,60.0,1.7333333333333334,1.7333333333333334,3.3333333333333335
2017061009,92.4,22.0,0.2,60.0,1.7,1.7,3.0
2017061010,114.0,22.666666666666668,0.16666666666666669,60.0,1.6666666666666667,1.6666666666666667,2.6666666666666665
2017061011,119.52,23.333333333333332,0.13333333333333336,60.0,1.6333333333333333,1.6333333333333333,2.3333333333333335
2017061012,126.0,24.0,0.1,60.0,1.6,1.6,2.0
2017061013,122.16,24.0,0.06666666666666668,58.333333333333336,1.8,1.8,1.6666666666666667
2017061014,103.68,24.0,0.03333333333333334,56.666666666666664,2.0,2.0,1.3333333333333335
2017061015,77.04,24.0,0.0,55.0,2.2,2.2,1.0
2017061016,35.76,23.0,0.03333333333333333,56.666666666666664,2.2,2.2,1.3333333333333333
2017061017,19.2,22.0,0.06666666666666667,58.333333333333336,2.2,2.2,1.6666666666666665
2017061018,13.68,21.0,0.1,60.0,2.2,2.2,2.0
2017061019,1.68,20.333333333333332,0.1,61.666666666666664,2.1333333333333333,2.1333333333333333,2.0
2017061020,0.0,19.666666666666668,0.1,63.333333333333336,2.066666666666667,2.066666666666667,2.0
2017061021,0.0,19.0,0.1,65.0,2.0,2.0,2.0
2017061022,0.0,18.666666666666668,0.1,65.0,2.2,2.2,2.0
2017061023,0.0,18.333333333333332,0.1,65.0,2.4,2.4,2.0
2017061100,0.0,18.0,0.1,65.0,2.6,2.6,2.0
2017061101,0.0,18.0,0.11666666666666667,65.0,2.45,2.45,2.1666666666666665
2017061102,0.0,18.0,0.13333333333333333,65.0,2.3,2.3,2.3333333333333335
2017061103,0.0,18.0,0.15000000000000002,65.0,2.15,2.15,2.5
2017061104,0.0,18.0,0.16666666666666669,65.0,2.0,2.0,2.6666666666666665
2017061105,0.0,18.0,0.18333333333333335,65.0,1.85,1.85,2.833333333333333
2017061106,0.24,18.0,0.2,65.0,1.7,1.7,3.0
2017061107,22.56,19.0,0.2,65.0,2.4,2.4,3.0
2017061108,54.24,20.0,0.2,65.0,3.0999999999999996,3.0999999999999996,3.0
2017061109,84.72,21.0,0.2,65.0,3.8,3.8,3.0
2017061110,103.92,21.666666666666668,0.2,60.0,3.6,3.6,3.0
2017061111,129.36,22.333333333333332,0.2,55.0,3.4,3.4,3.0
2017061112,132.48,23.0,0.2,50.0,3.2,3.2,3.0
2017061113,135.6,22.666666666666668,0.2,50.0,2.9333333333333336,2.9333333333333336,3.0
2017061114,124.56,22.333333333333332,0.2,50.0,2.6666666666666665,2.6666666666666665,3.0
2017061115,101.76,22.0,0.2,50.0,2.4,2.4,3.0
2017061116,68.88,21.333333333333332,0.2,53.333333333333336,2.466666666666667,2.466666666666667,3.0
2017061117,36.0,20.666666666666668,0.2,56.666666666666664,2.533333333333333,2.533333333333333,3.0
2017061118,15.84,20.0,0.2,60.0,2.6,2.6,3.0
2017061119,3.6,19.0,0.2,61.666666666666664,2.4333333333333336,2.4333333333333336,3.0
2017061120,0.0,18.0,0.2,63.333333333333336,2.2666666666666666,2.2666666666666666,3.0
2017061121,0.0,17.0,0.2,65.0,2.1,2.1,3.0
2017061122,0.0,16.666666666666668,0.2,65.0,2.2333333333333334,2.2333333333333334,3.0
2017061123,0.0,16.333333333333332,0.2,65.0,2.3666666666666667,2.3666666666666667,3.0
2017061200,0.0,16.0,0.2,65.0,2.5,2.5,3.0
2017061201,0.0,16.166666666666668,0.2,67.5,2.3166666666666664,2.3166666666666664,3.0
2017061202,0.0,16.333333333333332,0.2,70.0,2.1333333333333333,2.1333333333333333,3.0
2017061203,0.0,16.5,0.2,72.5,1.95,1.95,3.0
2017061204,0.0,16.666666666666668,0.2,75.0,1.7666666666666666,1.7666666666666666,3.0
2017061205,0.0,16.833333333333332,0.2,77.5,1.5833333333333333,1.5833333333333333,3.0
2017061206,1.92,17.0,0.2,80.0,1.4,1.4,3.0
2017061207,18.24,18.0,0.2,75.0,1.8666666666666665,1.8666666666666665,3.0
2017061208,48.96,19.0,0.2,70.0,2.333333333333333,2.333333333333333,3.0
2017061209,73.2,20.0,0.2,65.0,2.8,2.8,3.0
2017061210,97.2,21.0,0.2,60.0,2.833333333333333,2.833333333333333,3.0
2017061211,123.6,22.0,0.2,55.0,2.8666666666666667,2.8666666666666667,3.0
2017061212,130.8,23.0,0.2,50.0,2.9,2.9,3.0
2017061213,89.28,22.666666666666668,0.2,51.666666666666664,2.433333333333333,2.433333333333333,3.0
2017061214,86.4,22.333333333333332,0.2,53.333333333333336,1.9666666666666668,1.9666666666666668,3.0
2017061215,74.4,22.0,0.2,55.0,1.5,1.5,3.0
2017061216,54.0,21.333333333333332,0.2,56.666666666666664,1.8666666666666667,1.8666666666666667,3.0
2017061217,33.84,20.666666666666668,0.2,58.333333333333336,2.2333333333333334,2.2333333333333334,3.0
2017061218,15.36,20.0,0.2,60.0,2.6,2.6,3.0
2017061219,2.88,19.333333333333332,0.2,61.666666666666664,2.3333333333333335,2.3333333333333335,3.0
2017061220,0.0,18.666666666666668,0.2,63.333333333333336,2.066666666666667,2.066666666666667,3.0
2017061221,0.0,18.0,0.2,65.0,1.8,1.8,3.0
2017061222,0.0,18.0,0.16666666666666669,65.0,1.8333333333333333,1.8333333333333333,2.6666666666666665
2017061223,0.0,18.0,0.13333333333333336,65.0,1.8666666666666667,1.8666666666666667,2.3333333333333335
2017061300,0.0,18.0,0.1,65.0,1.9,1.9,2.0
2017061301,0.0,18.166666666666668,0.1,65.83333333333333,2.05,2.05,2.0
2017061302,0.0,18.333333333333332,0.1,66.66666666666667,2.1999999999999997,2.1999999999999997,2.0
2017061303,0.0,18.5,0.1,67.5,2.3499999999999996,2.3499999999999996,2.0
2017061304,0.0,18.666666666666668,0.1,68.33333333333333,2.5,2.5,2.0
2017061305,0.0,18.833333333333332,0.1,69.16666666666667,2.65,2.65,2.0
2017061306,10.08,19.0,0.1,70.0,2.8,2.8,2.0
2017061307,30.96,20.333333333333332,0.06666666666666668,66.66666666666667,2.8,2.8,1.6666666666666667
2017061308,65.28,21.666666666666668,0.03333333333333334,63.333333333333336,2.8,2.8,1.3333333333333335
2017061309,98.64,23.0,0.0,60.0,2.8,2.8,1.0
2017061310,120.24,23.333333333333332,0.0,58.333333333333336,2.833333333333333,2.833333333333333,1.0
2017061311,134.88,23.666666666666668,0.0,56.666666666666664,2.8666666666666667,2.8666666666666667,1.0
2017061312,96.72,24.0,0.0,55.0,2.9,2.9,1.0
2017061313,133.68,24.0,0.0,53.333333333333336,3.533333333333333,3.533333333333333,1.0
2017061314,121.92,24.0,0.0,51.666666666666664,4.166666666666666,4.166666666666666,1.0
2017061315,97.68,24.0,0.0,50.0,4.8,4.8,1.0
2017061316,63.36,23.333333333333332,0.0,53.333333333333336,4.966666666666667,4.966666666666667,1.0
2017061317,29.52,22.666666666666668,0.0,56.666666666666664,5.133333333333333,5.133333333333333,1.0
2017061318,2.64,22.0,0.0,60.0,5.3,5.3,1.0
2017061319,0.0,21.333333333333332,0.0,63.333333333333336,4.833333333333333,4.833333333333333,1.0
2017061320,0.0,20.666666666666668,0.0,66.66666666666667,4.366666666666666,4.366666666666666,1.0
2017061321,0.0,20.0,0.0,70.0,3.9,3.9,1.0
2017061322,0.0,19.666666666666668,0.0,68.33333333333333,3.4,3.4,1.0
2017061323,0.0,19.333333333333332,0.0,66.66666666666667,2.9,2.9,1.0
2017061400,0.0,19.0,0.0,65.0,2.4,2.4,1.0
2017061401,0.0,19.166666666666668,0.0,65.83333333333333,2.4166666666666665,2.4166666666666665,1.0
2017061402,0.0,19.333333333333332,0.0,66.66666666666667,2.433333333333333,2.433333333333333,1.0
2017061403,0.0,19.5,0.0,67.5,2.45,2.45,1.0
2017061404,0.0,19.666666666666668,0.0,68.33333333333333,2.466666666666667,2.466666666666667,1.0
2017061405,0.0,19.833333333333332,0.0,69.16666666666667,2.4833333333333334,2.4833333333333334,1.0
2017061406,5.52,20.0,0.0,70.0,2.5,2.5,1.0
2017061407,30.48,21.333333333333332,0.0,63.333333333333336,2.7666666666666666,2.7666666666666666,1.0
2017061408,66.48,22.666666666666668,0.0,56.666666666666664,3.033333333333333,3.033333333333333,1.0
2017061409,97.92,24.0,0.0,50.0,3.3,3.3,1.0
2017061410,118.08,24.666666666666668,0.0,51.666666666666664,3.5,3.5,1.0
2017061411,132.0,25.333333333333332,0.0,53.333333333333336,3.6999999999999997,3.6999999999999997,1.0
2017061412,138.48,26.0,0.0,55.0,3.9,3.9,1.0
2017061413,134.4,26.0,0.0,51.666666666666664,4.0,4.0,1.0
2017061414,121.44,26.0,0.0,48.333333333333336,4.1,4.1,1.0
2017061415,99.12,26.0,0.0,45.0,4.2,4.2,1.0
2017061416,69.84,25.666666666666668,0.0,48.333333333333336,3.7,3.7,1.0
2017061417,34.8,25.333333333333332,0.0,51.666666666666664,3.2,3.2,1.0
2017061418,10.32,25.0,0.0,55.0,2.7,2.7,1.0
